"Year","Category","Nominee(s)","Nominator(s)"
"1901","Literature","Sully (René) Prudhomme","Henri de Bornier
 Gaston Paris
 Paul Bourget
  Gréard
 A Theuriet
 Gaston Boissier
 Ludovic Halévy
 H Houssaye
 François Coppée
 J de Heredia
 J Lemaître
 C de Freycinet 
 P Deschanel
 É Ollivier
  Guillaume
 Costa de Beauregard
 Émile Faguet
 Gaston Paris"
"1901","Literature","Frederi (Frédéric) Mistral","Julius Cornu"
"1901","Literature","Frederi (Frédéric) Mistral","Carl Appel"
"1901","Literature","Frederi (Frédéric) Mistral","André Dumas"
"1901","Literature","Frederi (Frédéric) Mistral","Lèon Clédat"
"1901","Literature","Frederi (Frédéric) Mistral","Eduard Koschwitz
 J Jarnik
 A Mussafia
 K Vollmöller
 A Kissner
 G Baist
 K Voretzsch
 M Friedwagner
 H Schneegans
 H Suchier
 Fr. Neumann
 W Cloëtta
 Th. Gartner
 Alb. Stimming
 H Schuchardt
 G Gröber
 E Böhmer
 E Mérimée
 E Ritter
 L Constans
 Paul Meyer"
"1901","Literature","Gaston Paris","Fredrik Wulff"
"1901","Literature","Carl Gustaf Estlander","Johan Frosterus"
"1901","Literature","Henryk Sienkiewicz","Harald Hjärne"
"1901","Literature","Henryk Sienkiewicz","Hans Hildebrand"
"1901","Literature","Henryk Sienkiewicz","Comte Stanislaw Tarnowski"
"1901","Literature","Auguste Sabatier","Gabriel Monod"
"1901","Literature","Paul Duproix","Émile Redard"
"1901","Literature","Gaspar Núñez de Arce","Mariano Catalina y Cobo"
"1901","Literature","Charles Borgeaud","Wilhelm Oechsli"
"1901","Literature","Charles Borgeaud","Antoine Guilland"
"1901","Literature","Charles Borgeaud","Paul Seippel"
"1901","Literature","Charles Renouvier","Antoine Benoist"
"1901","Literature","Franz Kemény","Imre Pauer"
"1901","Literature","Giacomo Stampa","H Vámbéry"
"1901","Literature","Antonio Fogazzaro","Lars Forssell"
"1901","Literature","Ossip Lourié","Kristian Birch-Reichenwald Aars"
"1901","Literature","João Da Comara","Joachim Coelho de Carvalho"
"1901","Literature","Malwida von Meysenbug [Meysenburg]","Gabriel Monod"
"1902","Literature","Lev Nikolaevich (Leo) Tolstoy","Ludovic Halévy"
"1902","Literature","Lev Nikolaevich (Leo) Tolstoy","Oscar Levertin"
"1902","Literature","Lev Nikolaevich (Leo) Tolstoy","Michel Bréal"
"1902","Literature","Lev Nikolaevich (Leo) Tolstoy","Ernest Lichtenberger"
"1902","Literature","Theodor Zahn","Lars Dahle"
"1902","Literature","Anatoly Koni","Anton Woulfert"
"1902","Literature","Ventura López","Emmanuel Casado y Salas"
"1902","Literature","Émile Zola","Marcellin Berthelot"
"1902","Literature","Paul Sabatier","Carl Bildt"
"1902","Literature","Gerhart Hauptmann","Max von Waldberg"
"1902","Literature","Gerhart Hauptmann","Frederick Pollock"
"1902","Literature","Gerhart Hauptmann","Richard Meyer"
"1902","Literature","Karl Weitbrecht","Hermann Fischer"
"1902","Literature","Houston Stewart Chamberlain","Wolfgang Golther"
"1902","Literature","Gaston Paris","Fredrik Wulff"
"1902","Literature","Frederi (Frédéric) Mistral","Eduard Koschwitz"
"1902","Literature","Frederi (Frédéric) Mistral","Fredrik Wulff"
"1902","Literature","Alexander Baumgartner, S.J.","Knud Krogh-Tonning"
"1902","Literature","Hartmann Grisar","Knud Krogh-Tonning"
"1902","Literature","Sir Lewis Morris","John Rhys
 Thomas Fowler
 Thomas Herbert Warren
 T Holland"
"1902","Literature","William Yeats","William Lecky"
"1902","Literature","Giosuè Carducci","Vittorio Puntoni"
"1902","Literature","Giosuè Carducci","Antonio Fogazzaro"
"1902","Literature","Gaspar Núñez de Arce","Mariano Catalina y Cobo
 Juan Valera y Alcalá Galiano"
"1902","Literature","Herbert Spencer","49 members of The Nobel Prize Committee of the Society of Authors"
"1902","Literature","George Meredith","Walter Raleigh"
"1902","Literature","George Meredith","Mary Ward"
"1902","Literature","George Meredith","Oliver Elton"
"1902","Literature","John Morley","Alice Stopford Green"
"1902","Literature","Bernard Bosanquet","Macneile Dixon"
"1902","Literature","Marcel Barrière","Émile Faguet"
"1902","Literature","Juhani Aho (Brofeldt)","Johannes Paulson
 Gustaf Cederschiöld"
"1902","Literature","Franz Kemény","Gusztáv Heinrich"
"1902","Literature","Theodor Mommsen","18 members of the Prussian Academy of Sciences"
"1902","Literature","Bjørnstjerne Martinius Bjørnson","Christen Collin"
"1902","Literature","Bjørnstjerne Martinius Bjørnson","Karl Warburg"
"1902","Literature","Antonio Fogazzaro","Per Geijer"
"1902","Literature","Gustav Falke","August Sauer"
"1902","Literature","Henryk Sienkiewicz","Hans Hildebrand"
"1902","Literature","Arne Garborg","Kristian Birch-Reichenwald Aars"
"1902","Literature","Charles Wagner","Waldemar Rudin"
"1902","Literature","Archibald Robertson","John Hales"
"1902","Literature","José Echegaray y Eizaguirre","12 members of the Royal Spanish Academy (Real Academia Española)"
"1902","Literature","Henrik Johan Ibsen","Axel Erdmann"
"1903","Literature","Marcelino Menéndez y Pelayo","Francisco Commelerán"
"1903","Literature","Marcelino Menéndez y Pelayo","Miguel Mir"
"1903","Literature","Iwan Gilkin","Eugène Goblet d´Alviella"
"1903","Literature","Iwan Gilkin","Ernest Discailles"
"1903","Literature","Iwan Gilkin","Thomas Lamy"
"1903","Literature","Giosuè Carducci","Vittorio Puntoni"
"1903","Literature","Lev Nikolaevich (Leo) Tolstoy","Anatole (Jacques) France (Thibault)"
"1903","Literature","Lev Nikolaevich (Leo) Tolstoy
 Georg Morris Cohen Brandes
 Maurice Maeterlinck","Anatole (Jacques) France (Thibault)"
"1903","Literature","Lev Nikolaevich (Leo) Tolstoy","Marcellin Berthelot"
"1903","Literature","Lev Nikolaevich (Leo) Tolstoy","Ludovic Halévy"
"1903","Literature","Georg Morris Cohen Brandes","Troels Troels-Lund
 Harald Höffding
 Vilhelm Thomsen
 Edvard Holm
 Sophus Müller
 Marcus Rubin
 Ludvig Wimmer
 Julius Albert Fridericia
 Finnur Jónsson
 Kristian Erslev
 Kristian Kålund
 Alfred Lehmann
 Frants Buhl
 Johan Ludvig Heiberg
 Kristoffer Nyrop
 Otto Jespersen
 Martin Clarentius Gertz
 Viggo Fausböll"
"1903","Literature","Georg Morris Cohen Brandes","Anatole (Jacques) France (Thibault)"
"1903","Literature","Maurice Maeterlinck","Anatole (Jacques) France (Thibault)"
"1903","Literature","Paul Sabatier","Carl Bildt"
"1903","Literature","Frederi (Frédéric) Mistral","Fredrik Wulff"
"1903","Literature","Frederi (Frédéric) Mistral","Carl Wahlund"
"1903","Literature","Frederi (Frédéric) Mistral","Per Geijer"
"1903","Literature","Frederi (Frédéric) Mistral","Gaston Paris"
"1903","Literature","Albert Sorel","Albert Vandal"
"1903","Literature","Sir Lewis Morris","Thomas Herbert Warren"
"1903","Literature","Sir Lewis Morris","John Rhys"
"1903","Literature","Sir Lewis Morris","Thomas Fowler"
"1903","Literature","Gaston Paris
 Frederi (Frédéric) Mistral","Fredrik Wulff"
"1903","Literature","Gaston Paris","Fredrik Wulff"
"1903","Literature","Gaspar Núñez de Arce","Mariano Catalina y Cobo"
"1903","Literature","Gaspar Núñez de Arce","Juan Valera y Alcalá Galiano"
"1903","Literature","Gaspar Núñez de Arce","Enrique de Saavedra Duque de Rivas"
"1903","Literature","François Coppée","Sully (René) Prudhomme"
"1903","Literature","José Echegaray y Eizaguirre","Daniel de Cortázar"
"1903","Literature","Carl Friedrich Glasenapp","Alexander Nélidow
 Gabriel Monod
 Antonio Rubio y Lluch
 Kuno Fischer
 Henry Thode
 Adolf Stern
 Felix Dahn
 Wolfgang Golther
 Houston Stewart Chamberlain"
"1903","Literature","Carl Friedrich Glasenapp","P Jankovsky"
"1903","Literature","Carl Friedrich Glasenapp","Arsenij Golenisjtjev-Kutuzov
 Andrej Sabouroff
 Nikodim Kondakov
 Anatoly Koni"
"1903","Literature","Carl Friedrich Glasenapp"," Constantine, Grand Duke of Russia"
"1903","Literature","Alexander Baumgartner, S.J.","Knud Krogh-Tonning"
"1903","Literature","Bjørnstjerne Martinius Bjørnson","Werner Söderhjelm"
"1903","Literature","Bjørnstjerne Martinius Bjørnson","Karl Warburg"
"1903","Literature","Henrik Johan Ibsen","Lorentz Dietrichson"
"1903","Literature","Henryk Sienkiewicz","Hans Hildebrand"
"1903","Literature","Algernon Charles Swinburne"," Nobel Prize Committee of the Society of Authors"
"1903","Literature","George Meredith"," Nobel Prize Committee of the Society of Authors"
"1903","Literature","Rudyard Kipling","Sir Edwin Arnold"
"1903","Literature","Charles Wagner","Gabriel Séailles"
"1903","Literature","Robert Langton Douglas","Thomas Hodgkin"
"1904","Literature","Robert Langton Douglas","William Mitchell"
"1904","Literature","Robert Langton Douglas","Samuel Way"
"1904","Literature","Maurice Maeterlinck","Paul Thomas"
"1904","Literature","Émilie Lerou","Jules Claretie"
"1904","Literature","Albert Sorel","Gabriel Hanotaux"
"1904","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Arnost Kraus"
"1904","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","George prince de Lobkowicz"
"1904","Literature","Frederi (Frédéric) Mistral","Per Geijer"
"1904","Literature","Frederi (Frédéric) Mistral","Carl Wahlund"
"1904","Literature","Anatole (Jacques) France (Thibault)","Marcellin Berthelot"
"1904","Literature","Lev Nikolaevich (Leo) Tolstoy","Albert Sorel"
"1904","Literature","Lev Nikolaevich (Leo) Tolstoy","Ludovic Halévy"
"1904","Literature","Henrik Johan Ibsen","Jacob Minor"
"1904","Literature","Georg Morris Cohen Brandes","Troels Troels-Lund"
"1904","Literature","Theodor Zahn","Lars Dahle"
"1904","Literature","Sir Lewis Morris","Thomas Herbert Warren"
"1904","Literature","Sir Lewis Morris","John Rhys"
"1904","Literature","Sir Lewis Morris","Thomas Fowler"
"1904","Literature","John Morley","John Lely"
"1904","Literature","John Morley","John Lord Avebury"
"1904","Literature","George Meredith","3 members of the Incorporated Society of Authors"
"1904","Literature","Algernon Charles Swinburne","Arnold Francke"
"1904","Literature","Algernon Charles Swinburne","39 members of the Incorporated Society of Authors"
"1904","Literature","Demitrios Bernardakis","Athanasios Bernardakis"
"1904","Literature","William Chapman","François Lhomme"
"1904","Literature","Henryk Sienkiewicz","Harald Hjärne"
"1904","Literature","Selma Lagerlöf","Harald Hjärne"
"1904","Literature","José Echegaray y Eizaguirre","Daniel de Cortázar"
"1904","Literature","Rudyard Kipling","Sir Edwin Arnold"
"1905","Literature","Lev Nikolaevich (Leo) Tolstoy","Carl Gustaf Estlander"
"1905","Literature","Lev Nikolaevich (Leo) Tolstoy","Andreas Aubert"
"1905","Literature","Lev Nikolaevich (Leo) Tolstoy","Marcellin Berhelot"
"1905","Literature","Lev Nikolaevich (Leo) Tolstoy","Ludovic Halévy"
"1905","Literature","Lev Nikolaevich (Leo) Tolstoy","Eugène Melchoir de Vogüé"
"1905","Literature","Eliza Orzeszkowa","Leo Szepielewicz"
"1905","Literature","Eliza Orzeszkowa","Antoni Kalina"
"1905","Literature","Eliza Orzeszkowa","Joseph Kallenbach"
"1905","Literature","Eliza Orzeszkowa","Jooseppi Mikkola"
"1905","Literature","Eliza Orzeszkowa","Jan Los"
"1905","Literature","Eliza Orzeszkowa","Alexander Brückner"
"1905","Literature","Eliza Orzeszkowa","Leonhard Masing"
"1905","Literature","Eliza Orzeszkowa","Jan Baudouin de Courtenay"
"1905","Literature","Selma Lagerlöf","Fredrik Wulff"
"1905","Literature","Selma Lagerlöf","Valfrid Vasenius"
"1905","Literature","Selma Lagerlöf","Adolf Noreen"
"1905","Literature","Selma Lagerlöf","Anton Bang"
"1905","Literature","Giosuè Carducci","Johan Vising"
"1905","Literature","Giosuè Carducci","Carl Bildt"
"1905","Literature","Albert Sorel","Gabriel Hanotaux"
"1905","Literature","Albert Sorel","René Bazin"
"1905","Literature","Albert Sorel","Albert Vandal"
"1905","Literature","Albert Sorel","Frédéric Masson"
"1905","Literature","Sir Lewis Morris","William Colles"
"1905","Literature","John Morley","John Lord Avebury"
"1905","Literature","Rudyard Kipling","William Loftie"
"1905","Literature","Algernon Charles Swinburne","Frank Beddard"
"1905","Literature","Marcelino Menéndez y Pelayo","24 members of the Royal Spanish Academy (Real Academia Española)"
"1905","Literature","Georg Morris Cohen Brandes","Troels Troels-Lund"
"1905","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)"," Board of the Academy of Science and Arts"
"1905","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Frantisek Pastrnek"
"1905","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Arnost Kraus"
"1905","Literature","Demitrios Bernardakis","Athanasios Bernardakis"
"1905","Literature","Henryk Sienkiewicz","Hans Hildebrand"
"1905","Literature","Godfrey Sweven","John Brown"
"1906","Literature","Sir Lewis Morris","Thomas Herbert Warren"
"1906","Literature","Sir Lewis Morris","John Rhys"
"1906","Literature","Sir Lewis Morris","Francis St. John Thackeray"
"1906","Literature","Sir Lewis Morris","Thomas Roberts"
"1906","Literature","Sir Lewis Morris","William Jackson"
"1906","Literature","Borden Parker Bowne","Caroline Borden"
"1906","Literature","Borden Parker Bowne","Albert Knudson"
"1906","Literature","Borden Parker Bowne","Henry MacCracken"
"1906","Literature","Borden Parker Bowne","William Crawford"
"1906","Literature","Pedro Figueroa","Leonardo Eliz"
"1906","Literature","Louis Franck","Ernest Nys"
"1906","Literature","Selma Lagerlöf","Fredrik Wulff"
"1906","Literature","Selma Lagerlöf","Adolf Noreen"
"1906","Literature","Selma Lagerlöf","Anton Bang"
"1906","Literature","Albert Sorel","René Bazin"
"1906","Literature","Albert Sorel","Gabriel Hanotaux"
"1906","Literature","Albert Sorel","Frédéric Masson"
"1906","Literature","Gaston Boissier","Iacobus Hartman"
"1906","Literature","Giosuè Carducci","Rodolfo Renier"
"1906","Literature","Giosuè Carducci","Johan Vising"
"1906","Literature","Giosuè Carducci","Carl Bildt"
"1906","Literature","Giosuè Carducci","Ugo Balzani"
"1906","Literature","Antonio Fogazzaro","Carl Bildt"
"1906","Literature","William Neidig","Henry Lathrop"
"1906","Literature","John Morley","John Lord Avebury"
"1906","Literature","George Meredith","John Collier"
"1906","Literature","Algernon Charles Swinburne","35 members of the Society of Authors"
"1906","Literature","Joseph Widmann","Otto Benndorff"
"1906","Literature","Joseph Widmann","Theodor Gomperz"
"1906","Literature","Joseph Widmann","Wilhelm Hartel"
"1906","Literature","Joseph Widmann","Jacob Minor"
"1906","Literature","Joseph Widmann","Erich Schmidt"
"1906","Literature","George Raymond","Charles Needham"
"1906","Literature","George Raymond","William Wilbur"
"1906","Literature","George Raymond","Mitchell Carroll"
"1906","Literature","George Raymond","Hermann Schoenfeld"
"1906","Literature","George Raymond","Charles Swishen"
"1906","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Bohuslav Rayman"
"1906","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Joseph Hlávka"
"1906","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Arnost Kraus"
"1906","Literature","Max Haushofer","Emil Milan"
"1906","Literature","Houston Stewart Chamberlain","Leopold Schroeder von"
"1906","Literature","Angelo de Gubernatis","Francesco Pullé"
"1906","Literature","Angelo de Gubernatis","Angelo Valdarnini"
"1906","Literature","Angelo de Gubernatis","Paolo Boselli"
"1906","Literature","Angelo de Gubernatis","Gaspare Finali"
"1906","Literature","Angelo de Gubernatis","Tancredi Canonico"
"1906","Literature","Georg Morris Cohen Brandes","Troels Troels-Lund"
"1906","Literature","Max Bewer","Max Stoye"
"1906","Literature","Max Bewer","Henry Thode"
"1906","Literature","Max Bewer","Friedrich Kluge"
"1906","Literature","Lev Nikolaevich (Leo) Tolstoy","Ludovic Halévy"
"1906","Literature","Gerhart Hauptmann","35 German and Austrian Professors"
"1906","Literature","William Booth","Otto Classen"
"1907","Literature","João Bonança","Theophilo Braga"
"1907","Literature","Holger Drachmann","Harald Höffding"
"1907","Literature","Georg Morris Cohen Brandes","Troels Troels-Lund"
"1907","Literature","Georg Morris Cohen Brandes","Anatole (Jacques) France (Thibault)"
"1907","Literature","Algernon Charles Swinburne","28 members of the Incorporated Society of Authors"
"1907","Literature","Algernon Charles Swinburne","Carl Bildt"
"1907","Literature","John Morley","15 members of the Incorporated Society of Authors"
"1907","Literature","George Meredith","Mary Humphry Ward"
"1907","Literature","Rudyard Kipling","Charles Oman"
"1907","Literature","Angel Guimerà y Jorge","Joaquín Miret y Sans"
"1907","Literature","Borden Parker Bowne","Edwin Hughes"
"1907","Literature","Borden Parker Bowne","Lemuel Murlin"
"1907","Literature","Borden Parker Bowne","William Crawford"
"1907","Literature","Borden Parker Bowne","Albert Knudson"
"1907","Literature","Georgios Souris","Nicolaos Levidis"
"1907","Literature","Georgios Souris","9 members of the Greek Artists´ Association (Association des artistes grecs)"
"1907","Literature","Georgios Souris","Georgios Chatzidakis"
"1907","Literature","George Raymond","Charles Needham"
"1907","Literature","Selma Lagerlöf","Fredrik Wulff"
"1907","Literature","Selma Lagerlöf","Adolf Noreen"
"1907","Literature","Selma Lagerlöf","Gottfrid Billing"
"1907","Literature","Antonio Fogazzaro","Eugène Melchoir de Vogüé"
"1907","Literature","Ian Maclaren","Waldemar Rudin"
"1907","Literature","Marcelino Menéndez y Pelayo"," Marquis of Valle-Ameno"
"1907","Literature","Andrés Manjón"," Marquis of Valle-Ameno"
"1907","Literature","Edouardo Benot","Daniel de Cortázar"
"1907","Literature","Paul Bourget","René Bazin"
"1907","Literature","Sir Lewis Morris","William Jackson"
"1907","Literature","Sir Lewis Morris","Thomas Herbert Warren"
"1907","Literature","Sir Lewis Morris","John Rhys"
"1907","Literature","Angelo de Gubernatis","Francesco Pullé"
"1907","Literature","Angelo de Gubernatis","Angelo Valdarnini"
"1907","Literature","Angelo de Gubernatis","Paolo Boselli"
"1907","Literature","Angelo de Gubernatis","Gaspare Finali"
"1907","Literature","Angelo de Gubernatis","Tancredi Canonico"
"1907","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Bohuslav Rayman"
"1907","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Joseph Hlávka"
"1908","Literature","Georgios Souris"," Name illegible"
"1908","Literature","Julio Calcaño","don José Manrique"
"1908","Literature","Theodor Zahn","Lars Dahle"
"1908","Literature","Adolf von Harnack","Lars Dahle"
"1908","Literature","Selma Lagerlöf","Karl Warburg"
"1908","Literature","Selma Lagerlöf","Carl Gustaf Estlander"
"1908","Literature","Selma Lagerlöf","Johan Vising"
"1908","Literature","Selma Lagerlöf","Fredrik Wulff"
"1908","Literature","Selma Lagerlöf","Gottfrid Billing
 Waldemar Rudin
 Claes Annerstedt"
"1908","Literature","Selma Lagerlöf","Adolf Noreen"
"1908","Literature","Alfred Hutchinson","Luther Wright"
"1908","Literature","John Morley","12 members of The Incorporated Society of Authors"
"1908","Literature","Algernon Charles Swinburne","25 members of The Incorporated Society of Authors"
"1908","Literature","Jaroslav (Emil) Vrchlicky´ (Frida)","Arnost Kraus"
"1908","Literature","Rudolf Eucken","Vitalis Norström"
"1908","Literature","Joseph Widmann","6 members of the Imperial Academy of Science"
"1908","Literature","Angel Guimerà y Jorge","A professor at the University of Barcelona"
"1908","Literature","Angel Guimerà y Jorge","17 members of Royal Academy of Fine Letters (Real Academia de Buenas Letras)"
"1908","Literature","George Raymond","Charles Needham"
"1908","Literature","Edmondo de Amicis","Arturo Graf"
"1908","Literature","Edmondo de Amicis","Francesco d´Ovidio"
"1908","Literature","Antonio Fogazzaro","Carl David af Wirsén
 Pehr von Ehrenheim
 Hans Hildebrand
 Harald Hjärne"
"1908","Literature","Elisabeth Förster-Nietzsche","Hans Vaihinger"
"1909","Literature","Charles Wagner","Bernard Bouvier"
"1909","Literature","Angelo de Gubernatis","Angelo Valdarnini"
